"tensor(3.8120, device='cuda:0')","tensor(-3.2156, device='cuda:0')","tensor(0.6057, device='cuda:0')"
"tensor(2.5637, device='cuda:0')","tensor(-3.4525, device='cuda:0')","tensor(1.8401, device='cuda:0')"
"tensor(2.5079, device='cuda:0')","tensor(-3.5534, device='cuda:0')","tensor(1.7667, device='cuda:0')"
"tensor(2.9055, device='cuda:0')","tensor(-2.3702, device='cuda:0')","tensor(0.5655, device='cuda:0')"
"tensor(1.2260, device='cuda:0')","tensor(-1.7936, device='cuda:0')","tensor(1.0357, device='cuda:0')"
"tensor(4.2281, device='cuda:0')","tensor(-3.1901, device='cuda:0')","tensor(0.3168, device='cuda:0')"
"tensor(4.0539, device='cuda:0')","tensor(-2.2670, device='cuda:0')","tensor(-0.3675, device='cuda:0')"
"tensor(1.9974, device='cuda:0')","tensor(-1.8953, device='cuda:0')","tensor(0.5281, device='cuda:0')"
"tensor(2.1342, device='cuda:0')","tensor(-2.2796, device='cuda:0')","tensor(1.1781, device='cuda:0')"
"tensor(3.9605, device='cuda:0')","tensor(-3.7644, device='cuda:0')","tensor(0.6227, device='cuda:0')"
"tensor(2.3105, device='cuda:0')","tensor(-2.4706, device='cuda:0')","tensor(0.9785, device='cuda:0')"
"tensor(4.1039, device='cuda:0')","tensor(-3.8054, device='cuda:0')","tensor(0.9730, device='cuda:0')"
"tensor(4.6070, device='cuda:0')","tensor(-3.6041, device='cuda:0')","tensor(0.2673, device='cuda:0')"
"tensor(3.8045, device='cuda:0')","tensor(-3.6206, device='cuda:0')","tensor(1.0063, device='cuda:0')"
"tensor(3.3311, device='cuda:0')","tensor(-3.4078, device='cuda:0')","tensor(1.2086, device='cuda:0')"
"tensor(2.2562, device='cuda:0')","tensor(-1.8316, device='cuda:0')","tensor(0.1075, device='cuda:0')"
"tensor(2.0863, device='cuda:0')","tensor(-2.2210, device='cuda:0')","tensor(0.9562, device='cuda:0')"
"tensor(4.4703, device='cuda:0')","tensor(-2.7822, device='cuda:0')","tensor(-0.2724, device='cuda:0')"
"tensor(2.8394, device='cuda:0')","tensor(-2.9645, device='cuda:0')","tensor(1.0743, device='cuda:0')"
"tensor(4.0701, device='cuda:0')","tensor(-4.2534, device='cuda:0')","tensor(1.4791, device='cuda:0')"
"tensor(4.5078, device='cuda:0')","tensor(-2.8601, device='cuda:0')","tensor(-0.0669, device='cuda:0')"
"tensor(4.3210, device='cuda:0')","tensor(-3.4141, device='cuda:0')","tensor(0.5949, device='cuda:0')"
"tensor(4.4142, device='cuda:0')","tensor(-2.7302, device='cuda:0')","tensor(-0.5289, device='cuda:0')"
"tensor(3.6823, device='cuda:0')","tensor(-2.7428, device='cuda:0')","tensor(0.1949, device='cuda:0')"
"tensor(2.5858, device='cuda:0')","tensor(-2.3193, device='cuda:0')","tensor(0.6938, device='cuda:0')"
"tensor(4.7426, device='cuda:0')","tensor(-2.5504, device='cuda:0')","tensor(-0.4588, device='cuda:0')"
"tensor(2.1301, device='cuda:0')","tensor(-1.7901, device='cuda:0')","tensor(0.4254, device='cuda:0')"
"tensor(3.7653, device='cuda:0')","tensor(-2.6387, device='cuda:0')","tensor(0.2877, device='cuda:0')"
"tensor(3.6474, device='cuda:0')","tensor(-2.4993, device='cuda:0')","tensor(-0.0432, device='cuda:0')"
"tensor(6.4702, device='cuda:0')","tensor(-3.9206, device='cuda:0')","tensor(-0.5870, device='cuda:0')"
"tensor(5.7891, device='cuda:0')","tensor(-3.2081, device='cuda:0')","tensor(-0.5744, device='cuda:0')"
"tensor(4.2590, device='cuda:0')","tensor(-3.4919, device='cuda:0')","tensor(0.7933, device='cuda:0')"
"tensor(4.4778, device='cuda:0')","tensor(-5.0570, device='cuda:0')","tensor(1.7594, device='cuda:0')"
"tensor(4.0296, device='cuda:0')","tensor(-4.0467, device='cuda:0')","tensor(1.1184, device='cuda:0')"
"tensor(4.9277, device='cuda:0')","tensor(-3.8173, device='cuda:0')","tensor(0.3290, device='cuda:0')"
"tensor(4.4211, device='cuda:0')","tensor(-4.1728, device='cuda:0')","tensor(0.8781, device='cuda:0')"
"tensor(4.7470, device='cuda:0')","tensor(-3.0513, device='cuda:0')","tensor(0.0417, device='cuda:0')"
"tensor(2.6008, device='cuda:0')","tensor(-3.5653, device='cuda:0')","tensor(1.7915, device='cuda:0')"
"tensor(3.9053, device='cuda:0')","tensor(-4.0064, device='cuda:0')","tensor(1.0571, device='cuda:0')"
"tensor(2.0913, device='cuda:0')","tensor(-2.1197, device='cuda:0')","tensor(0.5200, device='cuda:0')"
"tensor(3.7336, device='cuda:0')","tensor(-3.3278, device='cuda:0')","tensor(0.5524, device='cuda:0')"
"tensor(4.9922, device='cuda:0')","tensor(-4.0804, device='cuda:0')","tensor(0.3919, device='cuda:0')"
"tensor(3.4423, device='cuda:0')","tensor(-3.0460, device='cuda:0')","tensor(0.8149, device='cuda:0')"
"tensor(4.9924, device='cuda:0')","tensor(-4.4972, device='cuda:0')","tensor(0.9691, device='cuda:0')"
"tensor(2.8527, device='cuda:0')","tensor(-2.8866, device='cuda:0')","tensor(1.0245, device='cuda:0')"
"tensor(2.2874, device='cuda:0')","tensor(-1.9073, device='cuda:0')","tensor(0.4183, device='cuda:0')"
"tensor(3.1892, device='cuda:0')","tensor(-3.3796, device='cuda:0')","tensor(0.9390, device='cuda:0')"
"tensor(0.6126, device='cuda:0')","tensor(-0.0370, device='cuda:0')","tensor(-0.4504, device='cuda:0')"
"tensor(4.9253, device='cuda:0')","tensor(-3.7498, device='cuda:0')","tensor(0.5470, device='cuda:0')"
"tensor(3.7009, device='cuda:0')","tensor(-3.0062, device='cuda:0')","tensor(0.5751, device='cuda:0')"
"tensor(3.7689, device='cuda:0')","tensor(-3.6986, device='cuda:0')","tensor(1.1672, device='cuda:0')"
"tensor(4.1733, device='cuda:0')","tensor(-2.6176, device='cuda:0')","tensor(0.2054, device='cuda:0')"
"tensor(5.2230, device='cuda:0')","tensor(-4.0003, device='cuda:0')","tensor(0.1110, device='cuda:0')"
"tensor(4.0929, device='cuda:0')","tensor(-2.7906, device='cuda:0')","tensor(0.0434, device='cuda:0')"
"tensor(3.4462, device='cuda:0')","tensor(-3.7248, device='cuda:0')","tensor(1.0125, device='cuda:0')"
"tensor(5.3718, device='cuda:0')","tensor(-4.3993, device='cuda:0')","tensor(0.6232, device='cuda:0')"
"tensor(4.3772, device='cuda:0')","tensor(-3.5036, device='cuda:0')","tensor(0.6281, device='cuda:0')"
"tensor(3.1708, device='cuda:0')","tensor(-2.1359, device='cuda:0')","tensor(0.2242, device='cuda:0')"
"tensor(2.0906, device='cuda:0')","tensor(-0.3006, device='cuda:0')","tensor(-1.0197, device='cuda:0')"
"tensor(2.4744, device='cuda:0')","tensor(-1.8499, device='cuda:0')","tensor(0.1425, device='cuda:0')"
"tensor(3.5994, device='cuda:0')","tensor(-2.3679, device='cuda:0')","tensor(0.0928, device='cuda:0')"
"tensor(2.5875, device='cuda:0')","tensor(-2.8884, device='cuda:0')","tensor(1.1703, device='cuda:0')"
"tensor(2.8705, device='cuda:0')","tensor(-3.0283, device='cuda:0')","tensor(0.8591, device='cuda:0')"
"tensor(3.6673, device='cuda:0')","tensor(-2.9957, device='cuda:0')","tensor(0.2896, device='cuda:0')"
"tensor(3.8181, device='cuda:0')","tensor(-3.8105, device='cuda:0')","tensor(0.9745, device='cuda:0')"
"tensor(3.3585, device='cuda:0')","tensor(-3.5008, device='cuda:0')","tensor(1.2673, device='cuda:0')"
"tensor(3.1595, device='cuda:0')","tensor(-2.4998, device='cuda:0')","tensor(0.4525, device='cuda:0')"
"tensor(2.6537, device='cuda:0')","tensor(-2.8199, device='cuda:0')","tensor(1.0762, device='cuda:0')"
"tensor(5.9238, device='cuda:0')","tensor(-3.9563, device='cuda:0')","tensor(-0.1492, device='cuda:0')"
"tensor(4.1829, device='cuda:0')","tensor(-2.8515, device='cuda:0')","tensor(0.1305, device='cuda:0')"
"tensor(3.6497, device='cuda:0')","tensor(-3.0324, device='cuda:0')","tensor(0.6192, device='cuda:0')"
"tensor(4.6914, device='cuda:0')","tensor(-3.1966, device='cuda:0')","tensor(-0.1792, device='cuda:0')"
"tensor(2.3789, device='cuda:0')","tensor(-1.0343, device='cuda:0')","tensor(-0.3733, device='cuda:0')"
"tensor(4.1267, device='cuda:0')","tensor(-3.4963, device='cuda:0')","tensor(0.7723, device='cuda:0')"
"tensor(3.4637, device='cuda:0')","tensor(-3.0951, device='cuda:0')","tensor(0.6162, device='cuda:0')"
"tensor(5.2804, device='cuda:0')","tensor(-4.1897, device='cuda:0')","tensor(0.5116, device='cuda:0')"
"tensor(4.2938, device='cuda:0')","tensor(-2.5506, device='cuda:0')","tensor(-0.3240, device='cuda:0')"
"tensor(2.3291, device='cuda:0')","tensor(-2.8788, device='cuda:0')","tensor(1.4131, device='cuda:0')"
"tensor(4.5023, device='cuda:0')","tensor(-4.2285, device='cuda:0')","tensor(0.9691, device='cuda:0')"
"tensor(3.5465, device='cuda:0')","tensor(-3.5091, device='cuda:0')","tensor(1.0526, device='cuda:0')"
"tensor(1.5073, device='cuda:0')","tensor(-2.9496, device='cuda:0')","tensor(1.8948, device='cuda:0')"
"tensor(2.3879, device='cuda:0')","tensor(-2.2289, device='cuda:0')","tensor(0.6916, device='cuda:0')"
"tensor(2.7085, device='cuda:0')","tensor(-3.0671, device='cuda:0')","tensor(1.4386, device='cuda:0')"
"tensor(2.2737, device='cuda:0')","tensor(-1.9088, device='cuda:0')","tensor(0.4014, device='cuda:0')"
"tensor(3.8556, device='cuda:0')","tensor(-3.0152, device='cuda:0')","tensor(0.1267, device='cuda:0')"
"tensor(3.5878, device='cuda:0')","tensor(-3.3843, device='cuda:0')","tensor(1.0092, device='cuda:0')"
"tensor(0.1082, device='cuda:0')","tensor(-1.5750, device='cuda:0')","tensor(1.2471, device='cuda:0')"
"tensor(4.6381, device='cuda:0')","tensor(-4.9561, device='cuda:0')","tensor(1.6287, device='cuda:0')"
"tensor(4.5410, device='cuda:0')","tensor(-3.5532, device='cuda:0')","tensor(0.5180, device='cuda:0')"
"tensor(2.8508, device='cuda:0')","tensor(-3.0266, device='cuda:0')","tensor(1.0138, device='cuda:0')"
"tensor(4.2166, device='cuda:0')","tensor(-3.4592, device='cuda:0')","tensor(0.3768, device='cuda:0')"
"tensor(3.7276, device='cuda:0')","tensor(-3.8289, device='cuda:0')","tensor(0.9026, device='cuda:0')"
"tensor(3.4284, device='cuda:0')","tensor(-3.6053, device='cuda:0')","tensor(1.0489, device='cuda:0')"
"tensor(3.2916, device='cuda:0')","tensor(-4.0560, device='cuda:0')","tensor(1.3837, device='cuda:0')"
"tensor(4.5133, device='cuda:0')","tensor(-3.5372, device='cuda:0')","tensor(0.4904, device='cuda:0')"
"tensor(4.0823, device='cuda:0')","tensor(-4.1457, device='cuda:0')","tensor(1.1515, device='cuda:0')"
"tensor(5.0742, device='cuda:0')","tensor(-3.9981, device='cuda:0')","tensor(0.2978, device='cuda:0')"
"tensor(2.6665, device='cuda:0')","tensor(-3.1830, device='cuda:0')","tensor(1.0611, device='cuda:0')"
"tensor(3.7564, device='cuda:0')","tensor(-3.9151, device='cuda:0')","tensor(1.2170, device='cuda:0')"
"tensor(4.9256, device='cuda:0')","tensor(-3.7629, device='cuda:0')","tensor(0.0493, device='cuda:0')"
"tensor(4.0354, device='cuda:0')","tensor(-3.6083, device='cuda:0')","tensor(0.6406, device='cuda:0')"
"tensor(3.2805, device='cuda:0')","tensor(-2.1712, device='cuda:0')","tensor(0.0400, device='cuda:0')"
"tensor(2.9601, device='cuda:0')","tensor(-2.7860, device='cuda:0')","tensor(0.7364, device='cuda:0')"
"tensor(3.8356, device='cuda:0')","tensor(-3.6415, device='cuda:0')","tensor(0.8900, device='cuda:0')"
"tensor(2.9134, device='cuda:0')","tensor(-2.4981, device='cuda:0')","tensor(0.4434, device='cuda:0')"
"tensor(4.6757, device='cuda:0')","tensor(-4.4734, device='cuda:0')","tensor(1.0776, device='cuda:0')"
"tensor(0.9205, device='cuda:0')","tensor(-2.3788, device='cuda:0')","tensor(1.8470, device='cuda:0')"
"tensor(1.3730, device='cuda:0')","tensor(-1.9761, device='cuda:0')","tensor(0.9085, device='cuda:0')"
"tensor(2.9046, device='cuda:0')","tensor(-2.8857, device='cuda:0')","tensor(0.7217, device='cuda:0')"
"tensor(4.1519, device='cuda:0')","tensor(-3.9436, device='cuda:0')","tensor(1.0528, device='cuda:0')"
"tensor(3.0802, device='cuda:0')","tensor(-3.8396, device='cuda:0')","tensor(1.5750, device='cuda:0')"
"tensor(3.4156, device='cuda:0')","tensor(-4.3135, device='cuda:0')","tensor(1.6147, device='cuda:0')"
"tensor(1.9174, device='cuda:0')","tensor(-2.6297, device='cuda:0')","tensor(1.3456, device='cuda:0')"
"tensor(-1.5971, device='cuda:0')","tensor(3.9231, device='cuda:0')","tensor(-3.0415, device='cuda:0')"
"tensor(2.1632, device='cuda:0')","tensor(-3.0375, device='cuda:0')","tensor(1.5704, device='cuda:0')"
"tensor(3.3503, device='cuda:0')","tensor(-2.7279, device='cuda:0')","tensor(0.2030, device='cuda:0')"
"tensor(3.5920, device='cuda:0')","tensor(-4.1541, device='cuda:0')","tensor(1.5195, device='cuda:0')"
"tensor(2.3563, device='cuda:0')","tensor(-3.0154, device='cuda:0')","tensor(1.5028, device='cuda:0')"
"tensor(3.2615, device='cuda:0')","tensor(-2.7860, device='cuda:0')","tensor(0.7568, device='cuda:0')"
"tensor(2.4125, device='cuda:0')","tensor(-3.6712, device='cuda:0')","tensor(1.9012, device='cuda:0')"
"tensor(4.1701, device='cuda:0')","tensor(-4.0493, device='cuda:0')","tensor(1.0124, device='cuda:0')"
"tensor(2.2652, device='cuda:0')","tensor(-2.7877, device='cuda:0')","tensor(1.4382, device='cuda:0')"
"tensor(3.7478, device='cuda:0')","tensor(-3.6204, device='cuda:0')","tensor(0.7404, device='cuda:0')"
"tensor(3.6093, device='cuda:0')","tensor(-4.2469, device='cuda:0')","tensor(1.7370, device='cuda:0')"
"tensor(1.6814, device='cuda:0')","tensor(-2.7569, device='cuda:0')","tensor(1.2502, device='cuda:0')"
"tensor(3.7768, device='cuda:0')","tensor(-3.5616, device='cuda:0')","tensor(0.9475, device='cuda:0')"
"tensor(3.8472, device='cuda:0')","tensor(-4.0632, device='cuda:0')","tensor(1.2695, device='cuda:0')"
"tensor(2.7965, device='cuda:0')","tensor(-3.2456, device='cuda:0')","tensor(1.2029, device='cuda:0')"
"tensor(2.4134, device='cuda:0')","tensor(-2.1075, device='cuda:0')","tensor(0.4463, device='cuda:0')"
"tensor(3.2901, device='cuda:0')","tensor(-4.1061, device='cuda:0')","tensor(1.7698, device='cuda:0')"
"tensor(4.5718, device='cuda:0')","tensor(-3.9395, device='cuda:0')","tensor(0.5868, device='cuda:0')"
"tensor(4.0940, device='cuda:0')","tensor(-3.4945, device='cuda:0')","tensor(0.4892, device='cuda:0')"
"tensor(3.1686, device='cuda:0')","tensor(-3.3176, device='cuda:0')","tensor(1.1097, device='cuda:0')"
"tensor(3.0021, device='cuda:0')","tensor(-3.0448, device='cuda:0')","tensor(0.8359, device='cuda:0')"
"tensor(1.8579, device='cuda:0')","tensor(-2.6156, device='cuda:0')","tensor(1.1338, device='cuda:0')"
"tensor(-0.1094, device='cuda:0')","tensor(1.3731, device='cuda:0')","tensor(-1.4278, device='cuda:0')"
"tensor(1.8376, device='cuda:0')","tensor(-3.0274, device='cuda:0')","tensor(1.6256, device='cuda:0')"
"tensor(3.0175, device='cuda:0')","tensor(-3.9852, device='cuda:0')","tensor(1.8928, device='cuda:0')"
"tensor(2.9092, device='cuda:0')","tensor(-3.5649, device='cuda:0')","tensor(1.5277, device='cuda:0')"
"tensor(3.8126, device='cuda:0')","tensor(-3.7991, device='cuda:0')","tensor(1.1147, device='cuda:0')"
"tensor(3.0885, device='cuda:0')","tensor(-3.5087, device='cuda:0')","tensor(1.3202, device='cuda:0')"
"tensor(2.8032, device='cuda:0')","tensor(-2.9889, device='cuda:0')","tensor(1.0430, device='cuda:0')"
"tensor(2.8188, device='cuda:0')","tensor(-3.9454, device='cuda:0')","tensor(1.9159, device='cuda:0')"
"tensor(4.2285, device='cuda:0')","tensor(-3.8827, device='cuda:0')","tensor(0.5570, device='cuda:0')"
"tensor(4.5892, device='cuda:0')","tensor(-4.6977, device='cuda:0')","tensor(1.3973, device='cuda:0')"
"tensor(2.4318, device='cuda:0')","tensor(-3.3224, device='cuda:0')","tensor(1.3176, device='cuda:0')"
"tensor(1.9137, device='cuda:0')","tensor(-2.9841, device='cuda:0')","tensor(1.5640, device='cuda:0')"
"tensor(2.6735, device='cuda:0')","tensor(-2.9188, device='cuda:0')","tensor(0.8979, device='cuda:0')"
"tensor(3.8764, device='cuda:0')","tensor(-4.1831, device='cuda:0')","tensor(1.4986, device='cuda:0')"
"tensor(4.1764, device='cuda:0')","tensor(-3.9888, device='cuda:0')","tensor(1.0097, device='cuda:0')"
"tensor(4.6657, device='cuda:0')","tensor(-3.2731, device='cuda:0')","tensor(0.0078, device='cuda:0')"
"tensor(4.0764, device='cuda:0')","tensor(-4.1942, device='cuda:0')","tensor(1.1908, device='cuda:0')"
"tensor(0.9048, device='cuda:0')","tensor(-3.2609, device='cuda:0')","tensor(2.6255, device='cuda:0')"
"tensor(1.7174, device='cuda:0')","tensor(-1.8001, device='cuda:0')","tensor(0.6016, device='cuda:0')"
"tensor(2.8460, device='cuda:0')","tensor(-2.8633, device='cuda:0')","tensor(0.7977, device='cuda:0')"
"tensor(1.3182, device='cuda:0')","tensor(-2.2080, device='cuda:0')","tensor(1.0890, device='cuda:0')"
"tensor(2.3486, device='cuda:0')","tensor(-1.6650, device='cuda:0')","tensor(-0.1344, device='cuda:0')"
"tensor(3.6812, device='cuda:0')","tensor(-2.6731, device='cuda:0')","tensor(0.0530, device='cuda:0')"
"tensor(3.9211, device='cuda:0')","tensor(-2.7553, device='cuda:0')","tensor(0.3286, device='cuda:0')"
"tensor(1.8656, device='cuda:0')","tensor(-1.7935, device='cuda:0')","tensor(0.2285, device='cuda:0')"
"tensor(4.2868, device='cuda:0')","tensor(-3.4539, device='cuda:0')","tensor(0.3581, device='cuda:0')"
"tensor(4.3631, device='cuda:0')","tensor(-4.0467, device='cuda:0')","tensor(0.9899, device='cuda:0')"
"tensor(4.5742, device='cuda:0')","tensor(-3.7279, device='cuda:0')","tensor(0.4343, device='cuda:0')"
"tensor(2.8080, device='cuda:0')","tensor(-2.7430, device='cuda:0')","tensor(0.5692, device='cuda:0')"
"tensor(4.2804, device='cuda:0')","tensor(-3.9632, device='cuda:0')","tensor(1.1420, device='cuda:0')"
"tensor(4.1786, device='cuda:0')","tensor(-4.3641, device='cuda:0')","tensor(1.1322, device='cuda:0')"
"tensor(4.4015, device='cuda:0')","tensor(-4.5037, device='cuda:0')","tensor(1.0499, device='cuda:0')"
"tensor(4.7863, device='cuda:0')","tensor(-3.1957, device='cuda:0')","tensor(-0.3367, device='cuda:0')"
"tensor(2.4383, device='cuda:0')","tensor(-3.5322, device='cuda:0')","tensor(1.7923, device='cuda:0')"
"tensor(3.7052, device='cuda:0')","tensor(-4.1023, device='cuda:0')","tensor(1.5382, device='cuda:0')"
"tensor(2.7744, device='cuda:0')","tensor(-2.6394, device='cuda:0')","tensor(0.6796, device='cuda:0')"
"tensor(1.4865, device='cuda:0')","tensor(-1.4810, device='cuda:0')","tensor(0.2813, device='cuda:0')"
"tensor(3.8489, device='cuda:0')","tensor(-3.0285, device='cuda:0')","tensor(0.3900, device='cuda:0')"
"tensor(3.5321, device='cuda:0')","tensor(-3.0067, device='cuda:0')","tensor(0.4381, device='cuda:0')"
"tensor(2.9911, device='cuda:0')","tensor(-3.7630, device='cuda:0')","tensor(1.6798, device='cuda:0')"
"tensor(3.4198, device='cuda:0')","tensor(-3.4473, device='cuda:0')","tensor(1.1419, device='cuda:0')"
"tensor(2.2561, device='cuda:0')","tensor(-2.6808, device='cuda:0')","tensor(1.4393, device='cuda:0')"
"tensor(3.7605, device='cuda:0')","tensor(-4.2804, device='cuda:0')","tensor(1.5756, device='cuda:0')"
"tensor(3.9495, device='cuda:0')","tensor(-3.6732, device='cuda:0')","tensor(0.9291, device='cuda:0')"
"tensor(4.1006, device='cuda:0')","tensor(-3.9443, device='cuda:0')","tensor(1.1127, device='cuda:0')"
"tensor(2.7450, device='cuda:0')","tensor(-1.2337, device='cuda:0')","tensor(-0.3320, device='cuda:0')"
"tensor(4.3371, device='cuda:0')","tensor(-4.3949, device='cuda:0')","tensor(1.1191, device='cuda:0')"
"tensor(4.7222, device='cuda:0')","tensor(-4.0084, device='cuda:0')","tensor(0.6341, device='cuda:0')"
"tensor(3.5927, device='cuda:0')","tensor(-3.6809, device='cuda:0')","tensor(1.2258, device='cuda:0')"
"tensor(2.9181, device='cuda:0')","tensor(-2.2883, device='cuda:0')","tensor(0.6066, device='cuda:0')"
"tensor(3.5888, device='cuda:0')","tensor(-3.5913, device='cuda:0')","tensor(1.0672, device='cuda:0')"
"tensor(4.5789, device='cuda:0')","tensor(-4.3021, device='cuda:0')","tensor(1.0479, device='cuda:0')"
"tensor(2.6057, device='cuda:0')","tensor(-3.2501, device='cuda:0')","tensor(1.2072, device='cuda:0')"
"tensor(5.7706, device='cuda:0')","tensor(-4.6269, device='cuda:0')","tensor(0.6726, device='cuda:0')"
"tensor(3.9836, device='cuda:0')","tensor(-4.1465, device='cuda:0')","tensor(1.4361, device='cuda:0')"
"tensor(3.0081, device='cuda:0')","tensor(-3.6631, device='cuda:0')","tensor(1.3445, device='cuda:0')"
