#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ANKRD1	TEAD1	9606.ENSP00000360762	9606.ENSP00000435233	0	0	0	0	0.098	0.059	0	0.489	0.528
APP	CX3CL1	9606.ENSP00000284981	9606.ENSP00000006053	0	0	0	0	0.090	0	0	0.398	0.429
APP	MAPK1	9606.ENSP00000284981	9606.ENSP00000215832	0	0	0	0	0.063	0.086	0.600	0.396	0.765
APP	STUB1	9606.ENSP00000284981	9606.ENSP00000219548	0	0	0	0	0	0.345	0	0.366	0.567
APP	CCL2	9606.ENSP00000284981	9606.ENSP00000225831	0	0	0	0	0	0	0	0.464	0.463
APP	NFKB1	9606.ENSP00000284981	9606.ENSP00000226574	0	0	0	0	0	0.057	0.900	0.201	0.918
APP	IFNG	9606.ENSP00000284981	9606.ENSP00000229135	0	0	0	0	0	0	0	0.432	0.432
APP	GAPDH	9606.ENSP00000284981	9606.ENSP00000229239	0	0	0	0	0	0.212	0.800	0.885	0.980
APP	IL4	9606.ENSP00000284981	9606.ENSP00000231449	0	0	0	0	0	0	0	0.402	0.402
APP	C3	9606.ENSP00000284981	9606.ENSP00000245907	0	0	0	0	0.064	0	0	0.391	0.405
APP	CRP	9606.ENSP00000284981	9606.ENSP00000255030	0	0	0	0	0	0.110	0	0.482	0.519
APP	TLR2	9606.ENSP00000284981	9606.ENSP00000260010	0	0	0	0	0.062	0.056	0	0.380	0.403
APP	TYROBP	9606.ENSP00000284981	9606.ENSP00000262629	0	0	0	0	0	0	0	0.468	0.468
APP	MAPK3	9606.ENSP00000284981	9606.ENSP00000263025	0	0	0	0	0.063	0.086	0.600	0.518	0.812
APP	IL1B	9606.ENSP00000284981	9606.ENSP00000263341	0	0	0	0	0	0	0	0.672	0.672
APP	STAT3	9606.ENSP00000284981	9606.ENSP00000264657	0	0	0	0	0	0.063	0	0.409	0.422
APP	EGF	9606.ENSP00000284981	9606.ENSP00000265171	0	0	0	0	0	0.247	0	0.688	0.755
APP	CACNA1C	9606.ENSP00000284981	9606.ENSP00000266376	0	0	0	0	0.111	0	0	0.442	0.483
APP	EGFR	9606.ENSP00000284981	9606.ENSP00000275493	0	0	0	0	0.126	0.642	0	0.482	0.823
APP	PTPRC	9606.ENSP00000284981	9606.ENSP00000411355	0	0	0	0	0	0.056	0	0.392	0.401
APP	LEP	9606.ENSP00000284981	9606.ENSP00000312652	0	0	0	0	0	0	0	0.407	0.407
APP	CASP1	9606.ENSP00000284981	9606.ENSP00000433138	0	0	0	0	0	0.045	0	0.424	0.427
APP	VEGFA	9606.ENSP00000284981	9606.ENSP00000478570	0	0	0	0	0.067	0	0	0.425	0.440
APP	ITGAM	9606.ENSP00000284981	9606.ENSP00000441691	0	0	0	0	0.064	0	0	0.436	0.450
APP	CX3CR1	9606.ENSP00000284981	9606.ENSP00000351059	0	0	0	0	0	0	0	0.457	0.457
APP	IL10	9606.ENSP00000284981	9606.ENSP00000412237	0	0	0	0	0	0	0	0.468	0.468
APP	TLR4	9606.ENSP00000284981	9606.ENSP00000363089	0	0	0	0	0.062	0.056	0	0.454	0.474
APP	TLR5	9606.ENSP00000284981	9606.ENSP00000440643	0	0	0	0	0.062	0.428	0	0.143	0.500
APP	LGI3	9606.ENSP00000284981	9606.ENSP00000302297	0	0	0	0	0.115	0	0	0.459	0.501
APP	IGF1	9606.ENSP00000284981	9606.ENSP00000302665	0	0	0	0	0	0	0	0.532	0.532
APP	FN1	9606.ENSP00000284981	9606.ENSP00000346839	0	0	0	0	0.117	0.234	0	0.426	0.578
APP	MMP9	9606.ENSP00000284981	9606.ENSP00000361405	0	0	0	0	0.062	0.270	0	0.463	0.600
APP	PTGS2	9606.ENSP00000284981	9606.ENSP00000356438	0	0	0	0	0.062	0.270	0	0.474	0.608
APP	IL6	9606.ENSP00000284981	9606.ENSP00000385675	0	0	0	0	0	0	0	0.619	0.619
APP	FPR1	9606.ENSP00000284981	9606.ENSP00000471493	0	0	0	0	0	0	0.600	0.145	0.643
APP	CD44	9606.ENSP00000284981	9606.ENSP00000398632	0	0	0	0	0	0	0	0.652	0.652
APP	B2M	9606.ENSP00000284981	9606.ENSP00000452780	0	0	0	0	0.062	0	0.500	0.333	0.659
APP	TNF	9606.ENSP00000284981	9606.ENSP00000398698	0	0	0	0	0	0.102	0	0.664	0.686
APP	FPR2	9606.ENSP00000284981	9606.ENSP00000468897	0	0	0	0	0	0.063	0.600	0.306	0.717
APP	SRC	9606.ENSP00000284981	9606.ENSP00000362680	0	0	0	0	0.089	0.282	0	0.690	0.780
APP	NCAM1	9606.ENSP00000284981	9606.ENSP00000480132	0	0	0	0	0.062	0.252	0	0.742	0.803
APP	INS	9606.ENSP00000284981	9606.ENSP00000380432	0	0	0	0	0	0	0.500	0.637	0.811
APP	FYN	9606.ENSP00000284981	9606.ENSP00000346671	0	0	0	0	0.091	0.060	0	0.797	0.812
APP	PARK2	9606.ENSP00000284981	9606.ENSP00000355865	0	0	0	0	0	0.493	0	0.662	0.821
APP	PTBP1	9606.ENSP00000284981	9606.ENSP00000349428	0	0	0	0	0.082	0	0	0.814	0.822
APP	ITGB1	9606.ENSP00000284981	9606.ENSP00000379350	0	0	0	0	0.084	0.228	0	0.911	0.932
APP	RELA	9606.ENSP00000284981	9606.ENSP00000384273	0	0	0	0	0	0	0.900	0.422	0.939
APP	CASP3	9606.ENSP00000284981	9606.ENSP00000311032	0	0	0	0	0.062	0.682	0	0.824	0.943
APP	MAPK8	9606.ENSP00000284981	9606.ENSP00000378974	0	0	0	0	0.052	0.270	0.900	0.421	0.954
APP	GRB2	9606.ENSP00000284981	9606.ENSP00000376345	0	0	0	0	0	0.270	0	0.984	0.988
APP	SHC1	9606.ENSP00000284981	9606.ENSP00000401303	0	0	0	0	0	0.683	0	0.984	0.994
ASB1	ASB16	9606.ENSP00000264607	9606.ENSP00000293414	0	0	0.298	0.591	0	0	0	0.747	0.403
ASB1	ASB4	9606.ENSP00000264607	9606.ENSP00000321388	0	0	0.380	0.586	0	0	0	0.718	0.420
ASB1	ASB5	9606.ENSP00000264607	9606.ENSP00000296525	0	0	0.377	0.671	0	0.270	0	0.500	0.455
ASB1	JAK3	9606.ENSP00000264607	9606.ENSP00000391676	0	0	0	0	0	0.120	0	0.486	0.528
ASB1	ASB17	9606.ENSP00000264607	9606.ENSP00000284142	0	0	0	0	0	0	0	0.535	0.535
ASB1	ASB6	9606.ENSP00000264607	9606.ENSP00000277458	0	0	0	0	0.062	0.152	0	0.555	0.615
ASB10	ASB15	9606.ENSP00000391137	9606.ENSP00000397655	0	0	0.386	0.576	0.174	0	0	0.506	0.444
ASB11	ASB6	9606.ENSP00000417914	9606.ENSP00000277458	0	0	0	0	0	0	0	0.576	0.576
ASB11	ASB17	9606.ENSP00000417914	9606.ENSP00000284142	0	0	0	0	0	0	0	0.760	0.760
ASB11	TENM1	9606.ENSP00000417914	9606.ENSP00000403954	0	0	0	0	0.559	0	0	0	0.559
ASB12	WSB1	9606.ENSP00000355195	9606.ENSP00000262394	0	0	0	0	0	0.122	0	0.365	0.419
ASB12	ASB6	9606.ENSP00000355195	9606.ENSP00000277458	0	0	0	0	0	0	0	0.522	0.522
ASB12	ASB17	9606.ENSP00000355195	9606.ENSP00000284142	0	0	0	0	0	0	0	0.414	0.414
ASB12	RAB40C	9606.ENSP00000355195	9606.ENSP00000438492	0	0	0	0	0	0.056	0	0.395	0.404
ASB12	SPSB3	9606.ENSP00000355195	9606.ENSP00000457206	0	0	0	0	0	0	0	0.476	0.476
ASB12	WSB2	9606.ENSP00000355195	9606.ENSP00000409131	0	0	0	0	0	0.122	0	0.433	0.481
ASB15	ASB6	9606.ENSP00000397655	9606.ENSP00000277458	0	0	0	0	0	0	0	0.560	0.560
ASB15	ASB4	9606.ENSP00000397655	9606.ENSP00000321388	0	0	0.389	0.559	0.512	0	0	0.558	0.687
ASB17	ASB4	9606.ENSP00000284142	9606.ENSP00000321388	0	0	0	0	0	0	0	0.505	0.505
ASB17	ASB18	9606.ENSP00000284142	9606.ENSP00000386532	0	0	0	0	0	0	0	0.545	0.545
ASB17	ASB9	9606.ENSP00000284142	9606.ENSP00000369855	0	0	0	0	0.065	0	0	0.638	0.647
ASB17	ASB2	9606.ENSP00000284142	9606.ENSP00000451575	0	0	0	0	0	0	0	0.869	0.869
ASB2	JAK2	9606.ENSP00000451575	9606.ENSP00000371067	0	0	0	0	0	0.330	0	0.170	0.420
ASB2	JAK3	9606.ENSP00000451575	9606.ENSP00000391676	0	0	0	0	0	0.120	0	0.630	0.660
ASB4	ASB6	9606.ENSP00000321388	9606.ENSP00000277458	0	0	0	0	0	0	0	0.652	0.652
ASB4	ASB5	9606.ENSP00000321388	9606.ENSP00000296525	0	0	0.424	0.605	0.179	0	0	0.404	0.412
ASB4	ASB7	9606.ENSP00000321388	9606.ENSP00000328327	0	0	0.428	0.626	0	0.270	0	0.537	0.500
ASB4	JAK3	9606.ENSP00000321388	9606.ENSP00000391676	0	0	0	0	0	0.120	0	0.630	0.660
ASB4	GLMN	9606.ENSP00000321388	9606.ENSP00000359385	0	0	0	0	0	0	0.720	0.048	0.722
ASB5	ASB6	9606.ENSP00000296525	9606.ENSP00000277458	0	0	0	0	0	0	0	0.540	0.540
ASB6	SPSB4	9606.ENSP00000277458	9606.ENSP00000311609	0	0	0	0	0	0	0	0.478	0.478
ASB6	ASB7	9606.ENSP00000277458	9606.ENSP00000328327	0	0	0	0	0	0	0	0.631	0.631
ASB6	UBAP1	9606.ENSP00000277458	9606.ENSP00000297661	0	0	0	0	0.062	0	0	0.698	0.705
ASB6	RNF41	9606.ENSP00000277458	9606.ENSP00000342755	0	0	0	0	0	0.819	0	0.048	0.820
ASB7	SPSB4	9606.ENSP00000328327	9606.ENSP00000311609	0	0	0	0	0.062	0	0	0.505	0.515
ASB7	SPSB3	9606.ENSP00000328327	9606.ENSP00000457206	0	0	0	0	0.062	0	0	0.421	0.434
ASB7	BCAS3	9606.ENSP00000328327	9606.ENSP00000375067	0	0	0	0	0.056	0	0	0.583	0.590
ATP10A	PTX4	9606.ENSP00000349325	9606.ENSP00000293922	0	0	0	0	0	0	0	0.652	0.652
ATP10A	BMP8B	9606.ENSP00000349325	9606.ENSP00000361915	0	0	0	0	0	0	0	0.539	0.539
ATP1A1	MAPK1	9606.ENSP00000445306	9606.ENSP00000215832	0	0	0	0	0.064	0.282	0.600	0.094	0.724
ATP1A1	MAPK3	9606.ENSP00000445306	9606.ENSP00000263025	0	0	0	0	0.081	0.282	0.600	0.117	0.736
ATP1A1	EGFR	9606.ENSP00000445306	9606.ENSP00000275493	0	0	0	0	0	0.413	0	0.151	0.480
ATP1A1	SCNN1A	9606.ENSP00000445306	9606.ENSP00000353292	0	0	0	0	0.062	0	0	0.439	0.451
ATP1A1	SRC	9606.ENSP00000445306	9606.ENSP00000362680	0	0	0	0	0.075	0.295	0	0.260	0.476
ATP1A1	SLC8A1	9606.ENSP00000445306	9606.ENSP00000384763	0	0	0	0	0.063	0.373	0	0.329	0.571
ATP1A1	ATP2B1	9606.ENSP00000445306	9606.ENSP00000392043	0	0	0.447	0.652	0.092	0.335	0	0.452	0.543
ATP2B1	CACNA1C	9606.ENSP00000392043	9606.ENSP00000266376	0	0	0	0	0.090	0.116	0	0.504	0.566
ATP2B1	EGFR	9606.ENSP00000392043	9606.ENSP00000275493	0	0	0	0	0	0.117	0	0.451	0.495
ATP2B1	DYNC1I1	9606.ENSP00000392043	9606.ENSP00000320130	0	0	0	0	0.062	0	0	0.612	0.621
ATP2B1	RYR1	9606.ENSP00000392043	9606.ENSP00000352608	0	0	0	0	0.072	0.165	0	0.483	0.565
ATP2B1	PAFAH1B1	9606.ENSP00000392043	9606.ENSP00000380378	0	0	0	0	0.065	0	0	0.562	0.573
ATP2B1	SLC8A1	9606.ENSP00000392043	9606.ENSP00000384763	0	0	0	0	0.077	0.093	0	0.702	0.729
ATP2B1	ORAI1	9606.ENSP00000392043	9606.ENSP00000480616	0	0	0	0	0	0	0	0.462	0.462
ATP2B1	STIM1	9606.ENSP00000392043	9606.ENSP00000478059	0	0	0	0	0.062	0.077	0	0.490	0.520
AUTS2	STX1A	9606.ENSP00000344087	9606.ENSP00000222812	0	0	0	0	0	0	0	0.578	0.578
AUTS2	PTCHD1	9606.ENSP00000344087	9606.ENSP00000368666	0	0	0	0	0	0	0	0.578	0.578
B2M	LCP2	9606.ENSP00000452780	9606.ENSP00000046794	0	0	0	0	0.183	0	0.900	0.124	0.922
B2M	IL2RB	9606.ENSP00000452780	9606.ENSP00000216223	0	0	0	0	0.117	0	0.900	0.259	0.928
B2M	GZMB	9606.ENSP00000452780	9606.ENSP00000216341	0	0	0	0	0.099	0	0	0.452	0.485
B2M	TIMP1	9606.ENSP00000452780	9606.ENSP00000218388	0	0	0	0	0.098	0	0	0.413	0.447
B2M	CSF3	9606.ENSP00000452780	9606.ENSP00000225474	0	0	0	0	0	0	0	0.451	0.451
B2M	CCL2	9606.ENSP00000452780	9606.ENSP00000225831	0	0	0	0	0.062	0	0	0.506	0.516
B2M	IL2	9606.ENSP00000452780	9606.ENSP00000226730	0	0	0	0	0	0	0.900	0.620	0.960
B2M	IFNG	9606.ENSP00000452780	9606.ENSP00000229135	0	0	0	0	0.082	0	0	0.624	0.641
B2M	GAPDH	9606.ENSP00000452780	9606.ENSP00000229239	0	0	0	0	0.062	0	0	0.797	0.801
B2M	IL4	9606.ENSP00000452780	9606.ENSP00000231449	0	0	0	0	0	0	0	0.534	0.534
B2M	SELL	9606.ENSP00000452780	9606.ENSP00000236147	0	0	0	0	0.148	0.058	0	0.399	0.475
B2M	KLRK1	9606.ENSP00000452780	9606.ENSP00000240618	0	0	0	0	0.085	0.058	0	0.579	0.606
B2M	IRF1	9606.ENSP00000452780	9606.ENSP00000245414	0	0	0	0	0.253	0	0	0.393	0.527
B2M	C3	9606.ENSP00000452780	9606.ENSP00000245907	0	0	0	0	0.064	0	0	0.418	0.431
B2M	CCR7	9606.ENSP00000452780	9606.ENSP00000246657	0	0	0	0	0.111	0	0	0.362	0.409
B2M	EPO	9606.ENSP00000452780	9606.ENSP00000252723	0	0	0	0	0	0	0	0.455	0.455
B2M	CRP	9606.ENSP00000452780	9606.ENSP00000255030	0	0	0	0	0	0	0	0.686	0.686
B2M	TLR2	9606.ENSP00000452780	9606.ENSP00000260010	0	0	0	0	0.117	0	0	0.381	0.430
B2M	TYROBP	9606.ENSP00000452780	9606.ENSP00000262629	0	0	0	0	0.158	0	0.600	0.304	0.745
B2M	IL1A	9606.ENSP00000452780	9606.ENSP00000263339	0	0	0	0	0.062	0	0	0.391	0.404
B2M	IL1B	9606.ENSP00000452780	9606.ENSP00000263341	0	0	0	0	0.111	0	0	0.737	0.757
B2M	IL7	9606.ENSP00000452780	9606.ENSP00000263851	0	0	0	0	0.079	0	0	0.430	0.453
B2M	PIK3CA	9606.ENSP00000452780	9606.ENSP00000263967	0	0	0	0	0	0	0.900	0.234	0.920
B2M	CD80	9606.ENSP00000452780	9606.ENSP00000264246	0	0	0	0	0.109	0	0.900	0.830	0.983
B2M	STAT3	9606.ENSP00000452780	9606.ENSP00000264657	0	0	0	0	0.086	0	0	0.396	0.424
B2M	ICAM1	9606.ENSP00000452780	9606.ENSP00000264832	0	0	0	0	0.108	0	0	0.552	0.584
B2M	ZAP70	9606.ENSP00000452780	9606.ENSP00000264972	0	0	0	0	0.084	0	0.900	0.561	0.956
B2M	EGF	9606.ENSP00000452780	9606.ENSP00000265171	0	0	0	0	0	0	0	0.452	0.452
B2M	IRF8	9606.ENSP00000452780	9606.ENSP00000268638	0	0	0	0	0.138	0	0	0.442	0.499
B2M	FCGR2A	9606.ENSP00000452780	9606.ENSP00000271450	0	0	0	0	0.100	0	0	0.416	0.452
B2M	EGFR	9606.ENSP00000452780	9606.ENSP00000275493	0	0	0	0	0.061	0	0	0.441	0.452
B2M	IFNA1	9606.ENSP00000452780	9606.ENSP00000276927	0	0	0	0	0	0	0	0.505	0.505
B2M	IL18	9606.ENSP00000452780	9606.ENSP00000280357	0	0	0	0	0.085	0	0	0.470	0.494
B2M	KIT	9606.ENSP00000452780	9606.ENSP00000288135	0	0	0	0	0.062	0	0	0.391	0.404
B2M	CCR5	9606.ENSP00000452780	9606.ENSP00000292303	0	0	0	0	0.139	0	0	0.367	0.431
B2M	VCAM1	9606.ENSP00000452780	9606.ENSP00000294728	0	0	0	0	0.108	0	0	0.392	0.434
B2M	IL15	9606.ENSP00000452780	9606.ENSP00000296545	0	0	0	0	0.091	0	0	0.437	0.466
B2M	CSF2	9606.ENSP00000452780	9606.ENSP00000296871	0	0	0	0	0	0	0	0.516	0.516
B2M	IGF1	9606.ENSP00000452780	9606.ENSP00000302665	0	0	0	0	0.060	0	0	0.425	0.437
B2M	CTLA4	9606.ENSP00000452780	9606.ENSP00000303939	0	0	0	0	0.076	0	0	0.560	0.576
B2M	CXCL10	9606.ENSP00000452780	9606.ENSP00000305651	0	0	0	0	0.146	0	0	0.460	0.519
B2M	CXCL8	9606.ENSP00000452780	9606.ENSP00000306512	0	0	0	0	0.119	0	0	0.530	0.568
B2M	CD34	9606.ENSP00000452780	9606.ENSP00000310036	0	0	0	0	0.062	0	0	0.530	0.540
B2M	CASP3	9606.ENSP00000452780	9606.ENSP00000311032	0	0	0	0	0	0	0	0.419	0.419
B2M	CD28	9606.ENSP00000452780	9606.ENSP00000324890	0	0	0	0	0.076	0	0.900	0.484	0.948
B2M	CD86	9606.ENSP00000452780	9606.ENSP00000332049	0	0	0	0	0.148	0	0.900	0.461	0.950
B2M	LCK	9606.ENSP00000452780	9606.ENSP00000337825	0	0	0	0	0.079	0	0.900	0.305	0.930
B2M	JAK1	9606.ENSP00000452780	9606.ENSP00000343204	0	0	0	0	0.076	0	0	0.452	0.472
B2M	IL17A	9606.ENSP00000452780	9606.ENSP00000344192	0	0	0	0	0	0	0	0.470	0.470
B2M	FYN	9606.ENSP00000452780	9606.ENSP00000346671	0	0	0	0	0.062	0	0.900	0.152	0.913
B2M	FN1	9606.ENSP00000452780	9606.ENSP00000346839	0	0	0	0	0.062	0	0	0.474	0.486
B2M	STAT1	9606.ENSP00000452780	9606.ENSP00000354394	0	0	0	0	0.194	0	0	0.459	0.546
B2M	CXCL9	9606.ENSP00000452780	9606.ENSP00000354901	0	0	0	0	0.117	0	0	0.370	0.420
B2M	CD40LG	9606.ENSP00000452780	9606.ENSP00000359663	0	0	0	0	0.080	0	0	0.408	0.432
B2M	CD40	9606.ENSP00000452780	9606.ENSP00000361359	0	0	0	0	0.098	0	0	0.414	0.449
B2M	MMP9	9606.ENSP00000452780	9606.ENSP00000361405	0	0	0	0	0.069	0	0	0.391	0.408
B2M	TLR4	9606.ENSP00000452780	9606.ENSP00000363089	0	0	0	0	0.144	0	0	0.431	0.492
B2M	IL2RG	9606.ENSP00000452780	9606.ENSP00000363318	0	0	0	0	0.178	0	0.900	0.257	0.933
B2M	SYK	9606.ENSP00000452780	9606.ENSP00000364907	0	0	0	0	0.087	0	0.600	0.218	0.689
B2M	FOXP3	9606.ENSP00000452780	9606.ENSP00000365380	0	0	0	0	0	0	0	0.461	0.461
B2M	IL2RA	9606.ENSP00000452780	9606.ENSP00000369293	0	0	0	0	0.066	0	0.900	0.310	0.929
B2M	IFNB1	9606.ENSP00000452780	9606.ENSP00000369581	0	0	0	0	0	0	0	0.459	0.459
B2M	CD274	9606.ENSP00000452780	9606.ENSP00000370989	0	0	0	0	0.133	0	0	0.556	0.598
B2M	JAK2	9606.ENSP00000452780	9606.ENSP00000371067	0	0	0	0	0.066	0	0	0.457	0.471
B2M	GRB2	9606.ENSP00000452780	9606.ENSP00000376345	0	0	0	0	0	0.094	0.600	0.260	0.708
B2M	INS	9606.ENSP00000452780	9606.ENSP00000380432	0	0	0	0	0	0.417	0.500	0.569	0.863
B2M	IL6	9606.ENSP00000452780	9606.ENSP00000385675	0	0	0	0	0.062	0	0	0.652	0.659
B2M	CXCR4	9606.ENSP00000452780	9606.ENSP00000386884	0	0	0	0	0.076	0.270	0	0.682	0.766
B2M	SOS1	9606.ENSP00000452780	9606.ENSP00000387784	0	0	0	0	0	0	0.600	0.047	0.602
B2M	PTPN6	9606.ENSP00000452780	9606.ENSP00000391592	0	0	0	0	0.109	0	0.900	0.120	0.914
B2M	PRF1	9606.ENSP00000452780	9606.ENSP00000398568	0	0	0	0	0.098	0	0	0.522	0.550
B2M	CD44	9606.ENSP00000452780	9606.ENSP00000398632	0	0	0	0	0.161	0	0	0.471	0.537
B2M	TNF	9606.ENSP00000452780	9606.ENSP00000398698	0	0	0	0	0.108	0	0	0.645	0.670
B2M	SHC1	9606.ENSP00000452780	9606.ENSP00000401303	0	0	0	0	0.062	0	0.900	0.063	0.904
B2M	MYD88	9606.ENSP00000452780	9606.ENSP00000401399	0	0	0	0	0.096	0	0	0.380	0.415
B2M	PTPRC	9606.ENSP00000452780	9606.ENSP00000411355	0	0	0	0	0.227	0	0	0.573	0.655
B2M	IL10	9606.ENSP00000452780	9606.ENSP00000412237	0	0	0	0	0	0	0	0.573	0.573
B2M	PIK3R1	9606.ENSP00000452780	9606.ENSP00000428056	0	0	0	0	0.052	0	0.600	0.177	0.660
B2M	CASP1	9606.ENSP00000452780	9606.ENSP00000433138	0	0	0	0	0.313	0	0	0.270	0.477
B2M	CD19	9606.ENSP00000452780	9606.ENSP00000437940	0	0	0	0	0.080	0	0	0.564	0.582
B2M	ITGAM	9606.ENSP00000452780	9606.ENSP00000441691	0	0	0	0	0.122	0	0	0.464	0.509
B2M	PECAM1	9606.ENSP00000452780	9606.ENSP00000457421	0	0	0	0	0.088	0	0	0.405	0.435
B2M	CCL3	9606.ENSP00000452780	9606.ENSP00000477908	0	0	0	0	0.110	0	0	0.406	0.449
B2M	ITGAX	9606.ENSP00000452780	9606.ENSP00000454623	0	0	0	0	0.107	0	0	0.418	0.458
B2M	CCL4	9606.ENSP00000452780	9606.ENSP00000482259	0	0	0	0	0.147	0	0	0.399	0.466
B2M	CCL5	9606.ENSP00000452780	9606.ENSP00000474412	0	0	0	0	0.131	0	0	0.456	0.507
B2M	NCAM1	9606.ENSP00000452780	9606.ENSP00000480132	0	0	0	0	0	0	0	0.517	0.517
B2M	VEGFA	9606.ENSP00000452780	9606.ENSP00000478570	0	0	0	0	0	0	0	0.518	0.518
B2M	BTK	9606.ENSP00000452780	9606.ENSP00000483570	0	0	0	0	0.126	0	0.600	0.289	0.729
B2M	VAV1	9606.ENSP00000452780	9606.ENSP00000472929	0	0	0	0	0.086	0	0.900	0.157	0.916
BAP1	SF3B1	9606.ENSP00000417132	9606.ENSP00000335321	0	0	0	0	0	0	0	0.520	0.520
BMP10	CHRD	9606.ENSP00000295379	9606.ENSP00000204604	0	0	0	0	0	0.215	0	0.395	0.504
BMP10	GDF5	9606.ENSP00000295379	9606.ENSP00000363492	0	0	0	0.683	0	0	0.300	0.517	0.410
BMP10	WHSC1	9606.ENSP00000295379	9606.ENSP00000372351	0	0	0	0	0	0.056	0	0.433	0.441
BMP10	TBX5	9606.ENSP00000295379	9606.ENSP00000309913	0	0	0	0	0.062	0.059	0	0.458	0.479
BMP10	BMP5	9606.ENSP00000295379	9606.ENSP00000359866	0	0	0	0.694	0	0	0.900	0.622	0.918
BMP5	CHRD	9606.ENSP00000359866	9606.ENSP00000204604	0	0	0	0	0	0.369	0.600	0.695	0.916
BMP5	WNT9A	9606.ENSP00000359866	9606.ENSP00000272164	0	0	0	0	0.049	0.145	0	0.410	0.478
BMP5	WNT9B	9606.ENSP00000359866	9606.ENSP00000290015	0	0	0	0	0.049	0.145	0	0.382	0.453
BMP5	GREM2	9606.ENSP00000359866	9606.ENSP00000318650	0	0	0	0	0	0.147	0.600	0.389	0.773
BMP5	WNT2B	9606.ENSP00000359866	9606.ENSP00000358698	0	0	0	0	0.049	0.145	0	0.351	0.427
BMP5	WNT5B	9606.ENSP00000359866	9606.ENSP00000380379	0	0	0	0	0.062	0.145	0	0.322	0.409
BMP8A	CHRD	9606.ENSP00000327440	9606.ENSP00000204604	0	0	0	0	0	0.215	0.600	0.253	0.745
BMP8A	GREM2	9606.ENSP00000327440	9606.ENSP00000318650	0	0	0	0	0	0.147	0.600	0.047	0.646
BMP8A	BMP8B	9606.ENSP00000327440	9606.ENSP00000361915	0	0	0	0.987	0	0	0.800	0.241	0.800
BMP8B	CHRD	9606.ENSP00000361915	9606.ENSP00000204604	0	0	0	0	0	0.215	0.600	0.331	0.771
BMP8B	WNT3	9606.ENSP00000361915	9606.ENSP00000225512	0	0	0	0	0.049	0.145	0	0.333	0.410
BMP8B	GREM2	9606.ENSP00000361915	9606.ENSP00000318650	0	0	0	0	0	0.147	0.600	0.097	0.665
BTK	LCP2	9606.ENSP00000483570	9606.ENSP00000046794	0	0	0	0	0.595	0.056	0.800	0.850	0.987
BTK	IL2	9606.ENSP00000483570	9606.ENSP00000226730	0	0	0	0	0	0	0	0.460	0.459
BTK	SPI1	9606.ENSP00000483570	9606.ENSP00000227163	0	0	0	0	0.564	0	0	0.339	0.699
BTK	IL10RA	9606.ENSP00000483570	9606.ENSP00000227752	0	0	0	0	0.373	0	0	0.203	0.478
BTK	GAPDH	9606.ENSP00000483570	9606.ENSP00000229239	0	0	0	0	0	0.288	0	0.398	0.553
BTK	IL4	9606.ENSP00000483570	9606.ENSP00000231449	0	0	0	0	0	0	0	0.462	0.462
BTK	SELL	9606.ENSP00000483570	9606.ENSP00000236147	0	0	0	0	0.346	0.058	0	0.261	0.505
BTK	EPO	9606.ENSP00000483570	9606.ENSP00000252723	0	0	0	0	0	0	0.900	0.190	0.915
BTK	TLR2	9606.ENSP00000483570	9606.ENSP00000260010	0	0	0	0	0.152	0.089	0	0.495	0.576
BTK	TYROBP	9606.ENSP00000483570	9606.ENSP00000262629	0	0	0	0	0.368	0	0.600	0.536	0.872
BTK	IL1B	9606.ENSP00000483570	9606.ENSP00000263341	0	0	0	0	0.136	0.056	0	0.377	0.447
BTK	PIK3CA	9606.ENSP00000483570	9606.ENSP00000263967	0	0	0	0	0.062	0.104	0.900	0.463	0.948
BTK	CD80	9606.ENSP00000483570	9606.ENSP00000264246	0	0	0	0	0.232	0	0	0.326	0.461
BTK	STAT3	9606.ENSP00000483570	9606.ENSP00000264657	0	0	0	0	0	0.140	0	0.521	0.570
BTK	ZAP70	9606.ENSP00000483570	9606.ENSP00000264972	0	0	0	0.688	0.170	0	0.900	0.703	0.932
BTK	IRF8	9606.ENSP00000483570	9606.ENSP00000268638	0	0	0	0	0.395	0	0	0.277	0.544
BTK	FCGR2A	9606.ENSP00000483570	9606.ENSP00000271450	0	0	0	0	0.230	0	0	0.344	0.473
BTK	CXCL13	9606.ENSP00000483570	9606.ENSP00000286758	0	0	0	0	0.064	0	0	0.454	0.467
BTK	KIT	9606.ENSP00000483570	9606.ENSP00000288135	0	0	0	0.609	0	0.468	0	0.588	0.586
BTK	CXCR5	9606.ENSP00000483570	9606.ENSP00000292174	0	0	0	0	0.085	0.056	0	0.401	0.438
BTK	CCR2	9606.ENSP00000483570	9606.ENSP00000292301	0	0	0	0	0.313	0.056	0	0.181	0.423
BTK	STAT5B	9606.ENSP00000483570	9606.ENSP00000293328	0	0	0	0	0.083	0.140	0	0.454	0.532
BTK	CCR1	9606.ENSP00000483570	9606.ENSP00000296140	0	0	0	0	0.350	0.056	0	0.194	0.462
BTK	TLR3	9606.ENSP00000483570	9606.ENSP00000296795	0	0	0	0	0	0.089	0	0.488	0.513
BTK	STAT6	9606.ENSP00000483570	9606.ENSP00000300134	0	0	0	0	0.076	0.140	0	0.308	0.402
