"tensor(3.6716, device='cuda:0')","tensor(-2.5060, device='cuda:0')","tensor(0.1767, device='cuda:0')"
"tensor(3.1494, device='cuda:0')","tensor(-3.6913, device='cuda:0')","tensor(2.7324, device='cuda:0')"
"tensor(3.5873, device='cuda:0')","tensor(-2.9732, device='cuda:0')","tensor(1.1195, device='cuda:0')"
"tensor(4.2800, device='cuda:0')","tensor(-3.1865, device='cuda:0')","tensor(0.2958, device='cuda:0')"
"tensor(2.2493, device='cuda:0')","tensor(-2.1645, device='cuda:0')","tensor(1.7151, device='cuda:0')"
"tensor(5.4057, device='cuda:0')","tensor(-3.8026, device='cuda:0')","tensor(-0.0877, device='cuda:0')"
"tensor(4.6217, device='cuda:0')","tensor(-3.3600, device='cuda:0')","tensor(0.2372, device='cuda:0')"
"tensor(3.3958, device='cuda:0')","tensor(-2.4996, device='cuda:0')","tensor(0.6474, device='cuda:0')"
"tensor(2.8561, device='cuda:0')","tensor(-2.4790, device='cuda:0')","tensor(1.3597, device='cuda:0')"
"tensor(2.6578, device='cuda:0')","tensor(-1.9818, device='cuda:0')","tensor(0.2036, device='cuda:0')"
"tensor(3.5557, device='cuda:0')","tensor(-2.6535, device='cuda:0')","tensor(0.6675, device='cuda:0')"
"tensor(5.2236, device='cuda:0')","tensor(-3.8142, device='cuda:0')","tensor(0.1378, device='cuda:0')"
"tensor(5.7655, device='cuda:0')","tensor(-4.0602, device='cuda:0')","tensor(-0.4467, device='cuda:0')"
"tensor(3.3190, device='cuda:0')","tensor(-2.8149, device='cuda:0')","tensor(1.2119, device='cuda:0')"
"tensor(4.8724, device='cuda:0')","tensor(-3.6147, device='cuda:0')","tensor(0.3150, device='cuda:0')"
"tensor(2.8926, device='cuda:0')","tensor(-2.0162, device='cuda:0')","tensor(0.1794, device='cuda:0')"
"tensor(2.3335, device='cuda:0')","tensor(-1.9039, device='cuda:0')","tensor(1.1530, device='cuda:0')"
"tensor(4.1594, device='cuda:0')","tensor(-3.0248, device='cuda:0')","tensor(0.2762, device='cuda:0')"
"tensor(3.3004, device='cuda:0')","tensor(-3.0837, device='cuda:0')","tensor(1.6455, device='cuda:0')"
"tensor(4.8292, device='cuda:0')","tensor(-3.6016, device='cuda:0')","tensor(0.3563, device='cuda:0')"
"tensor(5.2295, device='cuda:0')","tensor(-3.5897, device='cuda:0')","tensor(-0.2549, device='cuda:0')"
"tensor(4.2963, device='cuda:0')","tensor(-3.2651, device='cuda:0')","tensor(0.3902, device='cuda:0')"
"tensor(3.9067, device='cuda:0')","tensor(-2.5046, device='cuda:0')","tensor(-0.5737, device='cuda:0')"
"tensor(3.6418, device='cuda:0')","tensor(-2.9551, device='cuda:0')","tensor(0.8347, device='cuda:0')"
"tensor(3.7527, device='cuda:0')","tensor(-2.7497, device='cuda:0')","tensor(0.1479, device='cuda:0')"
"tensor(3.2109, device='cuda:0')","tensor(-2.8634, device='cuda:0')","tensor(1.4279, device='cuda:0')"
"tensor(1.2545, device='cuda:0')","tensor(-0.8240, device='cuda:0')","tensor(0.7829, device='cuda:0')"
"tensor(4.0896, device='cuda:0')","tensor(-3.1265, device='cuda:0')","tensor(0.6829, device='cuda:0')"
"tensor(5.3760, device='cuda:0')","tensor(-3.7920, device='cuda:0')","tensor(-0.2640, device='cuda:0')"
"tensor(6.1729, device='cuda:0')","tensor(-4.4258, device='cuda:0')","tensor(-0.3917, device='cuda:0')"
"tensor(5.7768, device='cuda:0')","tensor(-3.7150, device='cuda:0')","tensor(-1.1499, device='cuda:0')"
"tensor(5.3704, device='cuda:0')","tensor(-3.7514, device='cuda:0')","tensor(-0.2791, device='cuda:0')"
"tensor(4.9218, device='cuda:0')","tensor(-3.9702, device='cuda:0')","tensor(0.8635, device='cuda:0')"
"tensor(4.5013, device='cuda:0')","tensor(-3.4017, device='cuda:0')","tensor(0.5117, device='cuda:0')"
"tensor(4.6047, device='cuda:0')","tensor(-3.5266, device='cuda:0')","tensor(0.5650, device='cuda:0')"
"tensor(5.9188, device='cuda:0')","tensor(-4.2492, device='cuda:0')","tensor(-0.2032, device='cuda:0')"
"tensor(4.7245, device='cuda:0')","tensor(-3.6234, device='cuda:0')","tensor(0.5524, device='cuda:0')"
"tensor(4.0591, device='cuda:0')","tensor(-3.4729, device='cuda:0')","tensor(1.3550, device='cuda:0')"
"tensor(5.0457, device='cuda:0')","tensor(-3.8405, device='cuda:0')","tensor(0.4395, device='cuda:0')"
"tensor(2.2810, device='cuda:0')","tensor(-1.9025, device='cuda:0')","tensor(1.0140, device='cuda:0')"
"tensor(5.4573, device='cuda:0')","tensor(-4.1578, device='cuda:0')","tensor(0.3031, device='cuda:0')"
"tensor(4.8861, device='cuda:0')","tensor(-3.7145, device='cuda:0')","tensor(0.4758, device='cuda:0')"
"tensor(4.0455, device='cuda:0')","tensor(-3.0916, device='cuda:0')","tensor(0.6413, device='cuda:0')"
"tensor(4.1975, device='cuda:0')","tensor(-3.1113, device='cuda:0')","tensor(0.3891, device='cuda:0')"
"tensor(3.6346, device='cuda:0')","tensor(-3.1338, device='cuda:0')","tensor(1.1426, device='cuda:0')"
"tensor(3.2220, device='cuda:0')","tensor(-2.3545, device='cuda:0')","tensor(0.6895, device='cuda:0')"
"tensor(4.3321, device='cuda:0')","tensor(-3.5939, device='cuda:0')","tensor(0.8758, device='cuda:0')"
"tensor(-0.7775, device='cuda:0')","tensor(0.3882, device='cuda:0')","tensor(1.7691, device='cuda:0')"
"tensor(4.7442, device='cuda:0')","tensor(-3.6548, device='cuda:0')","tensor(0.5848, device='cuda:0')"
"tensor(5.0623, device='cuda:0')","tensor(-3.7596, device='cuda:0')","tensor(0.2580, device='cuda:0')"
"tensor(4.1072, device='cuda:0')","tensor(-3.0199, device='cuda:0')","tensor(0.4311, device='cuda:0')"
"tensor(5.9507, device='cuda:0')","tensor(-4.0869, device='cuda:0')","tensor(-0.3782, device='cuda:0')"
"tensor(5.4870, device='cuda:0')","tensor(-4.0491, device='cuda:0')","tensor(-0.0063, device='cuda:0')"
"tensor(4.3841, device='cuda:0')","tensor(-2.5567, device='cuda:0')","tensor(-0.9776, device='cuda:0')"
"tensor(5.1199, device='cuda:0')","tensor(-4.1165, device='cuda:0')","tensor(0.6225, device='cuda:0')"
"tensor(5.6970, device='cuda:0')","tensor(-4.0414, device='cuda:0')","tensor(-0.2394, device='cuda:0')"
"tensor(4.8652, device='cuda:0')","tensor(-3.6682, device='cuda:0')","tensor(0.4453, device='cuda:0')"
"tensor(4.1410, device='cuda:0')","tensor(-2.9272, device='cuda:0')","tensor(0.2535, device='cuda:0')"
"tensor(3.1817, device='cuda:0')","tensor(-1.8850, device='cuda:0')","tensor(-0.4833, device='cuda:0')"
"tensor(2.0463, device='cuda:0')","tensor(-1.8669, device='cuda:0')","tensor(1.0033, device='cuda:0')"
"tensor(4.0881, device='cuda:0')","tensor(-3.0740, device='cuda:0')","tensor(0.6110, device='cuda:0')"
"tensor(3.8903, device='cuda:0')","tensor(-3.3338, device='cuda:0')","tensor(1.2763, device='cuda:0')"
"tensor(4.5316, device='cuda:0')","tensor(-3.5102, device='cuda:0')","tensor(0.6214, device='cuda:0')"
"tensor(4.1194, device='cuda:0')","tensor(-2.8518, device='cuda:0')","tensor(0.0532, device='cuda:0')"
"tensor(4.3062, device='cuda:0')","tensor(-3.3832, device='cuda:0')","tensor(0.7374, device='cuda:0')"
"tensor(4.1134, device='cuda:0')","tensor(-3.3297, device='cuda:0')","tensor(0.9535, device='cuda:0')"
"tensor(3.9594, device='cuda:0')","tensor(-2.7004, device='cuda:0')","tensor(-0.0947, device='cuda:0')"
"tensor(3.6972, device='cuda:0')","tensor(-3.0147, device='cuda:0')","tensor(0.7156, device='cuda:0')"
"tensor(6.2146, device='cuda:0')","tensor(-4.2397, device='cuda:0')","tensor(-0.7456, device='cuda:0')"
"tensor(3.9932, device='cuda:0')","tensor(-2.9285, device='cuda:0')","tensor(0.4582, device='cuda:0')"
"tensor(5.1226, device='cuda:0')","tensor(-3.6717, device='cuda:0')","tensor(0.0949, device='cuda:0')"
"tensor(5.6022, device='cuda:0')","tensor(-3.9685, device='cuda:0')","tensor(-0.2491, device='cuda:0')"
"tensor(3.3456, device='cuda:0')","tensor(-2.0284, device='cuda:0')","tensor(-0.1704, device='cuda:0')"
"tensor(4.6431, device='cuda:0')","tensor(-3.4198, device='cuda:0')","tensor(0.3571, device='cuda:0')"
"tensor(4.0015, device='cuda:0')","tensor(-3.0838, device='cuda:0')","tensor(0.5708, device='cuda:0')"
"tensor(5.9057, device='cuda:0')","tensor(-4.1199, device='cuda:0')","tensor(-0.7089, device='cuda:0')"
"tensor(4.0823, device='cuda:0')","tensor(-2.3363, device='cuda:0')","tensor(-1.0921, device='cuda:0')"
"tensor(3.3320, device='cuda:0')","tensor(-2.8563, device='cuda:0')","tensor(1.3401, device='cuda:0')"
"tensor(5.5623, device='cuda:0')","tensor(-4.2539, device='cuda:0')","tensor(0.1642, device='cuda:0')"
"tensor(4.5552, device='cuda:0')","tensor(-3.3118, device='cuda:0')","tensor(0.3247, device='cuda:0')"
"tensor(1.9282, device='cuda:0')","tensor(-2.7858, device='cuda:0')","tensor(2.8883, device='cuda:0')"
"tensor(4.1535, device='cuda:0')","tensor(-3.2677, device='cuda:0')","tensor(0.7344, device='cuda:0')"
"tensor(3.0561, device='cuda:0')","tensor(-2.5756, device='cuda:0')","tensor(1.2219, device='cuda:0')"
"tensor(2.9255, device='cuda:0')","tensor(-2.4111, device='cuda:0')","tensor(1.1667, device='cuda:0')"
"tensor(3.2515, device='cuda:0')","tensor(-1.9179, device='cuda:0')","tensor(-0.3612, device='cuda:0')"
"tensor(4.4463, device='cuda:0')","tensor(-3.6091, device='cuda:0')","tensor(0.9253, device='cuda:0')"
"tensor(0.6065, device='cuda:0')","tensor(-0.1698, device='cuda:0')","tensor(0.8405, device='cuda:0')"
"tensor(4.4082, device='cuda:0')","tensor(-4.4188, device='cuda:0')","tensor(2.4101, device='cuda:0')"
"tensor(4.7605, device='cuda:0')","tensor(-3.6107, device='cuda:0')","tensor(0.3769, device='cuda:0')"
"tensor(3.7879, device='cuda:0')","tensor(-3.0334, device='cuda:0')","tensor(0.8617, device='cuda:0')"
"tensor(5.9225, device='cuda:0')","tensor(-4.2449, device='cuda:0')","tensor(-0.2264, device='cuda:0')"
"tensor(5.4698, device='cuda:0')","tensor(-4.0360, device='cuda:0')","tensor(0.1268, device='cuda:0')"
"tensor(3.1068, device='cuda:0')","tensor(-2.3606, device='cuda:0')","tensor(0.4999, device='cuda:0')"
"tensor(4.9451, device='cuda:0')","tensor(-3.7192, device='cuda:0')","tensor(0.2276, device='cuda:0')"
"tensor(4.8372, device='cuda:0')","tensor(-3.4561, device='cuda:0')","tensor(0.0471, device='cuda:0')"
"tensor(4.9363, device='cuda:0')","tensor(-3.5552, device='cuda:0')","tensor(-0.0905, device='cuda:0')"
"tensor(4.9228, device='cuda:0')","tensor(-3.7156, device='cuda:0')","tensor(0.3706, device='cuda:0')"
"tensor(2.7613, device='cuda:0')","tensor(-3.0419, device='cuda:0')","tensor(2.1324, device='cuda:0')"
"tensor(4.4842, device='cuda:0')","tensor(-3.5273, device='cuda:0')","tensor(0.7452, device='cuda:0')"
"tensor(3.7777, device='cuda:0')","tensor(-2.1322, device='cuda:0')","tensor(-1.1343, device='cuda:0')"
"tensor(4.7650, device='cuda:0')","tensor(-3.5499, device='cuda:0')","tensor(0.2245, device='cuda:0')"
"tensor(4.0759, device='cuda:0')","tensor(-2.8149, device='cuda:0')","tensor(-0.0457, device='cuda:0')"
"tensor(4.1923, device='cuda:0')","tensor(-3.4775, device='cuda:0')","tensor(0.9193, device='cuda:0')"
"tensor(4.7511, device='cuda:0')","tensor(-3.5980, device='cuda:0')","tensor(0.2391, device='cuda:0')"
"tensor(4.7928, device='cuda:0')","tensor(-3.4659, device='cuda:0')","tensor(0.1694, device='cuda:0')"
"tensor(5.3638, device='cuda:0')","tensor(-3.8706, device='cuda:0')","tensor(0.0317, device='cuda:0')"
"tensor(2.3076, device='cuda:0')","tensor(-1.9212, device='cuda:0')","tensor(1.1823, device='cuda:0')"
"tensor(3.3980, device='cuda:0')","tensor(-2.9706, device='cuda:0')","tensor(1.3548, device='cuda:0')"
"tensor(3.4181, device='cuda:0')","tensor(-2.1468, device='cuda:0')","tensor(-0.5156, device='cuda:0')"
"tensor(4.5227, device='cuda:0')","tensor(-3.4251, device='cuda:0')","tensor(0.5473, device='cuda:0')"
"tensor(3.4271, device='cuda:0')","tensor(-3.0522, device='cuda:0')","tensor(1.3951, device='cuda:0')"
"tensor(5.0183, device='cuda:0')","tensor(-3.9306, device='cuda:0')","tensor(0.4916, device='cuda:0')"
"tensor(1.9588, device='cuda:0')","tensor(-2.2183, device='cuda:0')","tensor(2.1504, device='cuda:0')"
"tensor(-3.1134, device='cuda:0')","tensor(3.8937, device='cuda:0')","tensor(-2.1316, device='cuda:0')"
"tensor(3.7198, device='cuda:0')","tensor(-3.1579, device='cuda:0')","tensor(1.2506, device='cuda:0')"
"tensor(3.7175, device='cuda:0')","tensor(-2.6357, device='cuda:0')","tensor(0.3670, device='cuda:0')"
"tensor(4.4154, device='cuda:0')","tensor(-2.9646, device='cuda:0')","tensor(-0.2719, device='cuda:0')"
"tensor(3.9750, device='cuda:0')","tensor(-3.0873, device='cuda:0')","tensor(0.8483, device='cuda:0')"
"tensor(4.0094, device='cuda:0')","tensor(-3.1938, device='cuda:0')","tensor(0.8763, device='cuda:0')"
"tensor(2.2135, device='cuda:0')","tensor(-2.9331, device='cuda:0')","tensor(2.7350, device='cuda:0')"
"tensor(4.0700, device='cuda:0')","tensor(-3.3041, device='cuda:0')","tensor(0.9183, device='cuda:0')"
"tensor(0.3034, device='cuda:0')","tensor(-1.3899, device='cuda:0')","tensor(2.8455, device='cuda:0')"
"tensor(4.2432, device='cuda:0')","tensor(-2.8464, device='cuda:0')","tensor(-0.3884, device='cuda:0')"
"tensor(3.4477, device='cuda:0')","tensor(-3.2831, device='cuda:0')","tensor(1.5538, device='cuda:0')"
"tensor(1.8346, device='cuda:0')","tensor(-3.0516, device='cuda:0')","tensor(3.3720, device='cuda:0')"
"tensor(2.6384, device='cuda:0')","tensor(-3.0568, device='cuda:0')","tensor(2.6194, device='cuda:0')"
"tensor(4.1273, device='cuda:0')","tensor(-3.0676, device='cuda:0')","tensor(0.4173, device='cuda:0')"
"tensor(2.6000, device='cuda:0')","tensor(-3.0685, device='cuda:0')","tensor(2.5097, device='cuda:0')"
"tensor(2.4868, device='cuda:0')","tensor(-1.6984, device='cuda:0')","tensor(0.3148, device='cuda:0')"
"tensor(3.1364, device='cuda:0')","tensor(-2.7919, device='cuda:0')","tensor(1.6578, device='cuda:0')"
"tensor(5.6014, device='cuda:0')","tensor(-3.9951, device='cuda:0')","tensor(-0.3135, device='cuda:0')"
"tensor(4.1926, device='cuda:0')","tensor(-3.2043, device='cuda:0')","tensor(0.4556, device='cuda:0')"
"tensor(3.9536, device='cuda:0')","tensor(-3.4919, device='cuda:0')","tensor(1.4680, device='cuda:0')"
"tensor(4.4487, device='cuda:0')","tensor(-3.0879, device='cuda:0')","tensor(-0.2780, device='cuda:0')"
"tensor(3.3126, device='cuda:0')","tensor(-2.6412, device='cuda:0')","tensor(0.9257, device='cuda:0')"
"tensor(-0.9860, device='cuda:0')","tensor(1.8974, device='cuda:0')","tensor(-0.8803, device='cuda:0')"
"tensor(0.8632, device='cuda:0')","tensor(-2.4125, device='cuda:0')","tensor(3.8249, device='cuda:0')"
"tensor(4.5632, device='cuda:0')","tensor(-3.8659, device='cuda:0')","tensor(0.9777, device='cuda:0')"
"tensor(3.8460, device='cuda:0')","tensor(-3.2247, device='cuda:0')","tensor(1.1575, device='cuda:0')"
"tensor(4.2963, device='cuda:0')","tensor(-3.1234, device='cuda:0')","tensor(0.1743, device='cuda:0')"
"tensor(3.5671, device='cuda:0')","tensor(-3.1151, device='cuda:0')","tensor(1.2237, device='cuda:0')"
"tensor(4.0540, device='cuda:0')","tensor(-3.5210, device='cuda:0')","tensor(1.5009, device='cuda:0')"
"tensor(3.6461, device='cuda:0')","tensor(-3.0226, device='cuda:0')","tensor(1.1148, device='cuda:0')"
"tensor(5.2868, device='cuda:0')","tensor(-3.9791, device='cuda:0')","tensor(0.3080, device='cuda:0')"
"tensor(4.7480, device='cuda:0')","tensor(-3.9321, device='cuda:0')","tensor(1.0075, device='cuda:0')"
"tensor(4.2992, device='cuda:0')","tensor(-3.5006, device='cuda:0')","tensor(0.8386, device='cuda:0')"
"tensor(1.7003, device='cuda:0')","tensor(-2.6062, device='cuda:0')","tensor(2.6810, device='cuda:0')"
"tensor(2.9805, device='cuda:0')","tensor(-2.4344, device='cuda:0')","tensor(0.7958, device='cuda:0')"
"tensor(4.1883, device='cuda:0')","tensor(-3.2139, device='cuda:0')","tensor(0.5357, device='cuda:0')"
"tensor(5.3778, device='cuda:0')","tensor(-3.8040, device='cuda:0')","tensor(-0.1876, device='cuda:0')"
"tensor(5.5297, device='cuda:0')","tensor(-3.9042, device='cuda:0')","tensor(-0.4239, device='cuda:0')"
"tensor(4.5424, device='cuda:0')","tensor(-3.3436, device='cuda:0')","tensor(0.2033, device='cuda:0')"
"tensor(0.4488, device='cuda:0')","tensor(-2.6036, device='cuda:0')","tensor(4.3892, device='cuda:0')"
"tensor(2.4786, device='cuda:0')","tensor(-1.9875, device='cuda:0')","tensor(0.9130, device='cuda:0')"
"tensor(3.8490, device='cuda:0')","tensor(-3.0219, device='cuda:0')","tensor(0.7365, device='cuda:0')"
"tensor(1.7615, device='cuda:0')","tensor(-1.8048, device='cuda:0')","tensor(1.8522, device='cuda:0')"
"tensor(2.3263, device='cuda:0')","tensor(-1.6380, device='cuda:0')","tensor(0.3729, device='cuda:0')"
"tensor(3.5932, device='cuda:0')","tensor(-2.5818, device='cuda:0')","tensor(0.2721, device='cuda:0')"
"tensor(5.1330, device='cuda:0')","tensor(-3.7578, device='cuda:0')","tensor(0.2059, device='cuda:0')"
"tensor(1.9961, device='cuda:0')","tensor(-1.9652, device='cuda:0')","tensor(1.6136, device='cuda:0')"
"tensor(5.4985, device='cuda:0')","tensor(-3.7710, device='cuda:0')","tensor(-0.4349, device='cuda:0')"
"tensor(4.0945, device='cuda:0')","tensor(-3.3505, device='cuda:0')","tensor(0.8043, device='cuda:0')"
"tensor(4.6530, device='cuda:0')","tensor(-2.5908, device='cuda:0')","tensor(-1.1729, device='cuda:0')"
"tensor(3.3138, device='cuda:0')","tensor(-2.3484, device='cuda:0')","tensor(0.4114, device='cuda:0')"
"tensor(5.7725, device='cuda:0')","tensor(-4.3014, device='cuda:0')","tensor(0.0435, device='cuda:0')"
"tensor(5.5168, device='cuda:0')","tensor(-4.0663, device='cuda:0')","tensor(0.0431, device='cuda:0')"
"tensor(5.4045, device='cuda:0')","tensor(-3.9183, device='cuda:0')","tensor(-0.0876, device='cuda:0')"
"tensor(3.2393, device='cuda:0')","tensor(-1.7870, device='cuda:0')","tensor(-0.9526, device='cuda:0')"
"tensor(3.7510, device='cuda:0')","tensor(-3.3133, device='cuda:0')","tensor(1.3437, device='cuda:0')"
"tensor(5.0051, device='cuda:0')","tensor(-3.8993, device='cuda:0')","tensor(0.4426, device='cuda:0')"
"tensor(3.1640, device='cuda:0')","tensor(-2.3461, device='cuda:0')","tensor(0.7021, device='cuda:0')"
"tensor(1.7869, device='cuda:0')","tensor(-1.7610, device='cuda:0')","tensor(1.2308, device='cuda:0')"
"tensor(3.0856, device='cuda:0')","tensor(-3.0791, device='cuda:0')","tensor(1.8888, device='cuda:0')"
"tensor(3.5990, device='cuda:0')","tensor(-2.2294, device='cuda:0')","tensor(-0.6838, device='cuda:0')"
"tensor(3.7689, device='cuda:0')","tensor(-3.2824, device='cuda:0')","tensor(1.2704, device='cuda:0')"
"tensor(5.1209, device='cuda:0')","tensor(-3.7139, device='cuda:0')","tensor(0.1403, device='cuda:0')"
"tensor(3.3408, device='cuda:0')","tensor(-2.5971, device='cuda:0')","tensor(0.8704, device='cuda:0')"
"tensor(4.2760, device='cuda:0')","tensor(-3.6457, device='cuda:0')","tensor(1.2634, device='cuda:0')"
"tensor(4.6798, device='cuda:0')","tensor(-3.4300, device='cuda:0')","tensor(0.3483, device='cuda:0')"
"tensor(4.4219, device='cuda:0')","tensor(-3.5066, device='cuda:0')","tensor(0.6855, device='cuda:0')"
"tensor(3.4115, device='cuda:0')","tensor(-2.7724, device='cuda:0')","tensor(1.0430, device='cuda:0')"
"tensor(5.1464, device='cuda:0')","tensor(-3.9361, device='cuda:0')","tensor(0.3640, device='cuda:0')"
"tensor(4.6738, device='cuda:0')","tensor(-3.4833, device='cuda:0')","tensor(0.3921, device='cuda:0')"
"tensor(4.5422, device='cuda:0')","tensor(-3.4058, device='cuda:0')","tensor(0.4231, device='cuda:0')"
"tensor(4.9659, device='cuda:0')","tensor(-3.6640, device='cuda:0')","tensor(0.2968, device='cuda:0')"
"tensor(4.2711, device='cuda:0')","tensor(-3.4555, device='cuda:0')","tensor(0.9379, device='cuda:0')"
"tensor(4.7430, device='cuda:0')","tensor(-3.6166, device='cuda:0')","tensor(0.4183, device='cuda:0')"
"tensor(3.5266, device='cuda:0')","tensor(-2.2907, device='cuda:0')","tensor(-0.3616, device='cuda:0')"
"tensor(6.0065, device='cuda:0')","tensor(-4.1118, device='cuda:0')","tensor(-0.5144, device='cuda:0')"
"tensor(5.3109, device='cuda:0')","tensor(-3.7364, device='cuda:0')","tensor(-0.1669, device='cuda:0')"
